archivo,clase_real,clase_predicha,prob_Black_rot,prob_Esca,prob_Healthy,prob_Leaf_blight,correcto
18e68e49-97d7-469e-b86f-eb8814aad525___FAM_B.Rot 3328.JPG,Black_rot,Black_rot,0.9992309802146752,0.0007654889375807548,3.3364776015608504e-08,3.497482968066397e-06,True
19fb3c5f-8c99-40da-96b0-4b66e0f87f04___FAM_B.Rot 3072.JPG,Black_rot,Black_rot,0.9915961728658191,0.00686327233584502,4.013375749178248e-05,0.0015004210408440294,True
1a6aabd0-7ca8-4074-a457-5a8f3662a7d7___FAM_B.Rot 3539.JPG,Black_rot,Black_rot,0.9924947828981128,0.0011095621218631467,1.4580682281831189e-05,0.006381074297742158,True
1b89066d-0c1a-4e7a-85de-361639737137___FAM_B.Rot 0657.JPG,Black_rot,Black_rot,0.9997383158671851,0.0002414383998125364,3.596765067246435e-08,2.0209765351665276e-05,True
1cf4f8fe-a820-4f3d-b69b-795e57e03a65___FAM_B.Rot 3438.JPG,Black_rot,Black_rot,0.9997882086358494,4.965283170006061e-05,6.707756248830608e-08,0.00016207145488811458,True
1e24a20d-3dbf-42fe-b3ee-0a1281a92159___FAM_B.Rot 0636.JPG,Black_rot,Black_rot,0.9952880190621822,0.004711518443373263,4.0198928775361716e-08,4.222955156450992e-07,True
1f3c15b8-5d36-4238-a6d3-f5a23ad8865c___FAM_B.Rot 3514.JPG,Black_rot,Black_rot,0.9503222884130856,0.04964045836649606,3.6820306648763173e-06,3.3571189753427395e-05,True
1f65cd54-490a-49a4-909c-a648ea5bc8ed___FAM_B.Rot 0498.JPG,Black_rot,Black_rot,0.4309087471664938,0.5690826485100755,9.551998294754562e-08,8.50880344774357e-06,True
1f9c1d18-b444-4f1f-befb-483955c9ff9d___FAM_B.Rot 0572.JPG,Black_rot,Black_rot,0.9999951603659074,2.629605462080936e-06,4.273422746590173e-08,2.167294402941455e-06,True
20116670-5108-4cd0-a941-b51046151c43___FAM_B.Rot 3551.JPG,Black_rot,Black_rot,0.9354824414068007,0.06371034998103692,6.488609226929236e-08,0.0008071437260701426,True
237405e4-4ba2-486f-b29f-ceed2a217a90___FAM_B.Rot 3225.JPG,Black_rot,Black_rot,0.9999263116113887,6.489189930077596e-05,3.343498918339578e-08,8.763054321526253e-06,True
23b27c33-a960-4f91-9160-045f3471ff7b___FAM_B.Rot 0430.JPG,Black_rot,Black_rot,0.9997406947444066,0.00025541188391419876,1.1247156849820347e-06,2.7686559944055976e-06,True
2588912e-39a8-40d7-a22c-a4cfdd4d09f5___FAM_B.Rot 3388.JPG,Black_rot,Black_rot,0.8715776481816728,0.12841782468544405,8.63043447262881e-08,4.440828538463823e-06,True
26164e5c-d4d9-469c-a182-e43a7acf843e___FAM_B.Rot 3053.JPG,Black_rot,Black_rot,0.6853338123349224,0.3142072324003633,0.00042927128765512466,2.9683977059451287e-05,True
288b8171-727a-49c5-ac1a-bda4698a284f___FAM_B.Rot 3580.JPG,Black_rot,Black_rot,0.9998135225946944,0.00012064993393497104,7.150461411449172e-07,6.511242522973487e-05,True
28e1d198-a1d1-4a3a-90e9-91b783c4c40a___FAM_B.Rot 3061.JPG,Black_rot,Black_rot,0.9982909523600201,0.0002507719165292935,1.9023985633290862e-06,0.0014563733248874225,True
2937853b-b9b5-4bb1-8dcc-913403781965___FAM_B.Rot 3565.JPG,Black_rot,Esca,0.2235978032094585,0.7758072544746559,7.906418593339694e-08,0.0005948632516994106,False
2967ce16-10d0-4a61-90af-4d5092c1538e___FAM_B.Rot 3054.JPG,Black_rot,Black_rot,0.979180467270686,0.020636189261470754,0.00018261293704755358,7.305307958049438e-07,True
2a23e141-e983-44b0-8898-5c65edf9d44e___FAM_B.Rot 0604.JPG,Black_rot,Black_rot,0.9968450516720494,0.0028253552842533126,0.0001614669960781684,0.00016812604761935895,True
2aca8f4c-4538-459d-8b6e-c84dfa0baa58___FAM_B.Rot 3247.JPG,Black_rot,Black_rot,0.9999983900648939,1.2117587571493463e-06,3.3334146445303504e-08,3.648422027468963e-07,True
2b65c0c7-ceaa-4e42-9bf7-8df56e73e992___FAM_B.Rot 0582.JPG,Black_rot,Black_rot,0.9999982602605868,9.937192015050497e-08,3.694253332513751e-08,1.6034249595356058e-06,True
2d362d18-4de1-4c49-8655-31d553305865___FAM_B.Rot 3485.JPG,Black_rot,Black_rot,0.9999982807249624,1.4612937911261157e-06,6.869315027918957e-08,1.892880963493436e-07,True
2d9c7e4e-a960-4de9-b606-d36c01b89778___FAM_B.Rot 0707.JPG,Black_rot,Black_rot,0.9942952986979466,0.005394417019509884,1.824540573527076e-07,0.000310101828486283,True
308370b6-de46-4127-ad4e-ccbc67725881___FAM_B.Rot 3230.JPG,Black_rot,Black_rot,0.9999277139258544,6.83151366701282e-05,3.335300325156166e-08,3.9375844723688835e-06,True
30a4f61a-34ef-4293-87bf-37b0b338c449___FAM_B.Rot 3121.JPG,Black_rot,Black_rot,0.9488517529711846,0.05111889378158547,4.6998557495338625e-08,2.9306248672283527e-05,True
314a8a7e-9409-4e3c-9be4-e00156db4d19___FAM_B.Rot 3542.JPG,Black_rot,Black_rot,0.9996189048487305,7.325312285783295e-05,9.844194696283089e-08,0.0003077435864645312,True
314f0d89-f61c-4076-8584-85f51fdcfb06___FAM_B.Rot 3566.JPG,Black_rot,Black_rot,0.8754891593415858,0.12411211135646819,1.721843361312114e-07,0.000398557117609729,True
32ccb28a-15a7-4358-8806-a052914b00e0___FAM_B.Rot 0523.JPG,Black_rot,Black_rot,0.9978536766602553,0.001424107377105225,3.9680472020080946e-05,0.0006825354906195021,True
33a6b4b5-8cc8-4533-b831-eb40c4ec61f9___FAM_B.Rot 3188.JPG,Black_rot,Black_rot,0.7086970466457891,0.2912770836195086,1.0814495041673434e-05,1.5055239660190155e-05,True
33f329ff-48f1-4c8d-b88c-2fcf9e2a94f7___FAM_B.Rot 3037.JPG,Black_rot,Black_rot,0.989175199597604,0.010763786468779091,9.953877836358188e-06,5.1060055780514447e-05,True
351a2629-8312-47fe-be70-2cd33d7548b5___FAM_B.Rot 3390.JPG,Black_rot,Black_rot,0.9998762029944959,8.743106700732173e-05,1.0714195511406679e-07,3.625879654168365e-05,True
3588f6c1-e117-4f85-b9e5-b2082d6dcf52___FAM_B.Rot 3419.JPG,Black_rot,Black_rot,0.9996863484535706,0.0002053418787021033,6.483634432193829e-05,4.347332340535279e-05,True
37556529-d885-49b1-a6dd-7250fdc34592___FAM_B.Rot 3618.JPG,Black_rot,Black_rot,0.9999283498461606,2.459265605893182e-05,5.516483684555299e-07,4.6505849411872744e-05,True
39022631-41f4-4d41-af30-f025f581ff7d___FAM_B.Rot 3285.JPG,Black_rot,Black_rot,0.9998609935164443,0.0001376432206446441,3.333570910472231e-08,1.3299272019140678e-06,True
39c4aca9-1462-49be-aebe-75dc63cc6ef3___FAM_B.Rot 0355.JPG,Black_rot,Black_rot,0.9973747953583078,0.002506042860031366,9.556108906421216e-06,0.00010960567275441323,True
39f49e8a-cd72-45bd-bcf5-a25f472fa6ac___FAM_B.Rot 0512.JPG,Black_rot,Black_rot,0.9999996450211299,2.715441329155284e-07,3.335903719191644e-08,5.0075700083041345e-08,True
3a101308-a8fc-4890-9dc9-48ae5a443790___FAM_B.Rot 0362.JPG,Black_rot,Black_rot,0.9949947754507331,0.00416624391890407,0.0005943419673395682,0.0002446386630229688,True
3a4dd05d-a912-4c16-a679-f00028a0d7b6___FAM_B.Rot 5011.JPG,Black_rot,Black_rot,0.9978725847054025,0.002102168626443972,3.4900584713697596e-08,2.5211767568603325e-05,True
3b54fead-5d85-40bc-a047-60815cde275e___FAM_B.Rot 5015.JPG,Black_rot,Black_rot,0.9539861131343166,0.04480591233913578,1.4857762241337804e-05,0.0011931167643064746,True
3f95e811-027a-4e6b-ab46-7dd5dd4dd2fd___FAM_B.Rot 0758.JPG,Black_rot,Black_rot,0.9984796984032249,0.0013042841520304685,5.304013339733488e-06,0.00021071343140479843,True
3ff156cc-1dca-4adb-9a14-ea922e0cd9d4___FAM_B.Rot 0745.JPG,Black_rot,Black_rot,0.9717500942044122,0.023073797667454397,0.003200199973914227,0.001975908154219177,True
41683bde-b97c-487c-b342-ed4cf21d129e___FAM_B.Rot 3017.JPG,Black_rot,Black_rot,0.9654208549560839,0.025282670390844086,0.00032691796669483115,0.008969556686377054,True
47590c82-1467-4008-a9a0-27d9f12bada5___FAM_B.Rot 0594.JPG,Black_rot,Black_rot,0.9997708573927045,0.0002273124044897111,5.758168971552082e-08,1.7726211160330393e-06,True
485c3608-0e75-4c55-acae-65b5c778f6d1___FAM_B.Rot 0333.JPG,Black_rot,Black_rot,0.9999287136728573,1.5984232968725005e-05,5.5076383511877304e-05,2.2571066203318047e-07,True
49133104-ac26-4ee4-ae4f-5901eff03cfb___FAM_B.Rot 0586.JPG,Black_rot,Black_rot,0.7879149482707061,0.21143281494000923,1.69511931146815e-06,0.0006505416699732783,True
4a73015b-dbd0-417f-98b3-2016561c9bae___FAM_B.Rot 3577.JPG,Black_rot,Black_rot,0.9984491872370269,0.001241555856091458,0.00028684006107118415,2.241684581061453e-05,True
4b052d59-caee-4a85-9ebb-27bf987e54b6___FAM_B.Rot 3016.JPG,Black_rot,Black_rot,0.9995585784650605,0.000382054949960777,1.560282224077992e-06,5.7806302754716346e-05,True
4b58bd4b-a23c-4677-b52e-5301a120c981___FAM_B.Rot 3150.JPG,Black_rot,Black_rot,0.6727625666337672,0.3255339347549314,0.0006847237221954774,0.0010187748891059042,True
4c2cf28e-6bec-4105-bdaf-b36fb046ab3e___FAM_B.Rot 3024.JPG,Black_rot,Black_rot,0.9932151052031992,0.006781451843298453,5.8194281947127914e-08,3.38475922044181e-06,True
4c6fe690-8921-42ea-ab54-06bcc21de388___FAM_B.Rot 0505.JPG,Black_rot,Black_rot,0.9867868919338636,0.012138364913950898,1.4227046340601438e-06,0.0010733204475513734,True
4d7a3011-3007-4854-8d1a-12bb807073db___FAM_B.Rot 3283.JPG,Black_rot,Black_rot,0.9995841191221729,0.0004152650529574162,3.3334282866609946e-08,5.824905867863459e-07,True
4e15bb20-cd99-4a38-b9e8-4a5bd97d8f07___FAM_B.Rot 0719.JPG,Black_rot,Black_rot,0.6099141191231982,0.38999235463137655,2.0031953666567288e-05,7.349429175875223e-05,True
4e9dc57c-9d1e-4e31-bb7e-a744a67d98ed___FAM_B.Rot 3263.JPG,Black_rot,Black_rot,0.999461778994295,0.0005251413594516058,3.354218096934756e-08,1.3046104072553188e-05,True
4f2e0b9d-ad36-4b62-a475-66f13ce3320b___FAM_B.Rot 0492.JPG,Black_rot,Black_rot,0.9999726341874906,1.7801834164669435e-05,5.486678495709996e-07,9.015310495018777e-06,True
515986ac-032f-479a-a71b-085e2e1d61c7___FAM_B.Rot 3404.JPG,Black_rot,Black_rot,0.9975566510576397,0.0024420652584249,3.5235356987235275e-08,1.2484485785530223e-06,True
51beded3-3dc0-4f1f-a6b9-45c74612b9a1___FAM_B.Rot 3005.JPG,Black_rot,Black_rot,0.5166791327582622,0.46856927577717866,0.00015532408792267143,0.014596267376636222,True
56fe18c8-e9bf-43ce-b7b8-960400a4555d___FAM_B.Rot 5092.JPG,Black_rot,Black_rot,0.9879721406481189,0.0006842149744858415,0.00015460867120434553,0.011189035706190998,True
590a10cc-dab5-4294-93ae-2c6ee606f9b7___FAM_B.Rot 3288.JPG,Black_rot,Black_rot,0.5270834619103797,0.4727487588356727,9.786957458215615e-05,6.990967936547361e-05,True
5982e6f4-421b-41ff-a557-a5f91848695b___FAM_B.Rot 3301.JPG,Black_rot,Black_rot,0.9956310100923735,0.003604528921944371,5.320741392245373e-06,0.0007591402442898451,True
59c05cb2-313c-41ac-a9bf-d7469bfa3199___FAM_B.Rot 0375.JPG,Black_rot,Black_rot,0.9925330371549227,0.004681679290015817,0.0019281971776040326,0.000857086377457423,True
5c74cb8c-adfa-4221-bbb9-bdc15edebadc___FAM_B.Rot 3086.JPG,Black_rot,Black_rot,0.9913860545542191,0.008121426030195788,5.468164594401954e-05,0.00043783776964121036,True
5ce9d6df-162c-4488-9b80-eadfcbd1d02c___FAM_B.Rot 0563.JPG,Black_rot,Black_rot,0.9993902446365404,0.00012661353746530835,3.253463740192174e-07,0.0004828164796202324,True
5ffd7e9b-c750-4e10-8046-51d0c866fc8e___FAM_B.Rot 3562.JPG,Black_rot,Black_rot,0.8775986464737642,0.12219718955102553,9.1190969671381e-08,0.000204072784240581,True
613cac81-8048-40f7-892f-bb2e496cd7ea___FAM_B.Rot 0620.JPG,Black_rot,Leaf_blight,0.3915585263489505,4.626675346747334e-05,0.010887513410744289,0.5975076934868374,False
615114a7-bd90-46f4-a2fe-fb4021bbf4d1___FAM_B.Rot 3227.JPG,Black_rot,Black_rot,0.9997514973977335,0.00024822783565391267,3.3333413792192865e-08,2.414331986381697e-07,True
61a3d458-6b32-4191-ab56-75ead7362294___FAM_B.Rot 3473.JPG,Black_rot,Black_rot,0.9992279231456994,0.0007718285286525277,3.3425303598955066e-08,2.1490034441397695e-07,True
61fff4d4-7012-4171-bfed-5ca53f55abdb___FAM_B.Rot 0352.JPG,Black_rot,Black_rot,0.9979073135165226,0.002092525872916655,5.8029657505737655e-08,1.0258090326696225e-07,True
622a1243-a2f2-4888-aed6-0eb3186b6e7e___FAM_B.Rot 3603.JPG,Black_rot,Black_rot,0.8126472551028798,0.18732072861493163,2.2776085815042335e-05,9.240196373688953e-06,True
636b8472-ce10-4889-a68f-c71d407768e6___FAM_B.Rot 3573.JPG,Black_rot,Black_rot,0.8732825200774327,0.12570049536176248,7.63548073294906e-07,0.0010162210127315694,True
637315db-ce84-425a-b2d3-4284e8a8e3c5___FAM_B.Rot 0347.JPG,Black_rot,Black_rot,0.9999833348264292,1.3255762012009372e-05,2.6814464729346347e-06,7.279650857688665e-07,True
639728f8-1d6b-4f6f-860c-2c48653eb564___FAM_B.Rot 3547.JPG,Black_rot,Black_rot,0.47389141419695485,0.5237832265181059,4.2876530395827e-06,0.002321071631899616,True
63e24d93-6779-49b5-b0d0-d793cd68943b___FAM_B.Rot 3436.JPG,Black_rot,Black_rot,0.9942423273579932,0.0057232317390844886,3.708375271624716e-08,3.440381916975246e-05,True
65fb7d1a-293a-4580-ab2b-405a1a9dfe1a___FAM_B.Rot 0733.JPG,Black_rot,Black_rot,0.9945364347257682,0.0052031031119813016,4.18521044647589e-06,0.00025627695180411566,True
669168c0-ff03-4708-a10a-153d5cd1e10f___FAM_B.Rot 3481.JPG,Black_rot,Black_rot,0.9603801404299391,0.03950882066792191,9.340391965223644e-05,1.7634982486816053e-05,True
674d1b13-c042-4b8d-8df3-406ba1ea6c9f___FAM_B.Rot 0736.JPG,Black_rot,Black_rot,0.999909748599989,5.3037135308721896e-05,1.06508579785337e-05,2.656340672374423e-05,True
6813e6bf-0878-4e6b-85a2-24e2a7c563d0___FAM_B.Rot 3385.JPG,Black_rot,Black_rot,0.9952651151124373,0.004699838620366683,3.4803362999265666e-08,3.5011463832922355e-05,True
690624b3-100d-4a73-b824-9b55886cd6fe___FAM_B.Rot 3104.JPG,Black_rot,Black_rot,0.9980246656553258,0.0010376804095386255,6.4867004318424595e-06,0.0009311672347036523,True
6a292305-78bc-4000-ad62-857b4261fec5___FAM_B.Rot 5090.JPG,Black_rot,Black_rot,0.998830465509539,0.0011658479226681134,3.3346319067803577e-08,3.6532214739773522e-06,True
6acf2de1-9910-489e-b856-95bc36d5e37d___FAM_B.Rot 0754.JPG,Black_rot,Black_rot,0.9924378382758834,0.0071902796364578195,0.0003009695734747391,7.091251418386395e-05,True
6b3a82f8-61f3-4060-aa07-ff552894ef35___FAM_B.Rot 3440.JPG,Black_rot,Black_rot,0.999952481731229,4.6856093437769444e-05,5.970872229073863e-08,6.02466611032099e-07,True
6c466f8c-fb76-4ae4-90fa-5763875c477e___FAM_B.Rot 3354.JPG,Black_rot,Black_rot,0.9977791413577854,0.002210819986497011,4.166419479341379e-08,9.99699152271972e-06,True
6cd047c1-d4c4-4215-8e8a-d81c7f5a3669___FAM_B.Rot 0408.JPG,Black_rot,Black_rot,0.9967890624889273,0.0032090845374744877,1.412582594053135e-06,4.403910040802163e-07,True
6d74c9ed-be59-4d6b-a01d-e25eaa2bd156___FAM_B.Rot 5030.JPG,Black_rot,Black_rot,0.9790890832987492,0.020662030475176268,4.4213989750242666e-05,0.00020467223632427773,True
6dc433e2-eb64-4e1d-8a79-12c568f88ff4___FAM_B.Rot 0384.JPG,Black_rot,Black_rot,0.972379003260078,0.014198292739799093,0.005701301409884215,0.007721402590239059,True
6e894a5f-a531-47b6-8aae-cea0471d3442___FAM_B.Rot 3282.JPG,Black_rot,Black_rot,0.9999897478119513,1.0133196635852933e-05,3.3336957982890956e-08,8.565445475627345e-08,True
6f47e933-57e2-4361-8dc2-1f85f7c231dc___FAM_B.Rot 3415.JPG,Black_rot,Black_rot,0.9874202009159673,0.012472269901858474,1.0846876698606224e-07,0.00010742071340727226,True
727be1bc-7ae8-474a-9062-95d7682663c5___FAM_B.Rot 3462.JPG,Black_rot,Black_rot,0.9986682012511173,0.0011213667246205456,8.01132470298057e-08,0.00021035191101507138,True
76792775-239d-479b-8ff7-828b5ce8bb36___FAM_B.Rot 0339.JPG,Black_rot,Black_rot,0.9196460481014506,0.08000644485450115,0.00027824030345109386,6.926674059726374e-05,True
78428025-b8be-4035-b358-92dd99fb0d04___FAM_B.Rot 0476.JPG,Black_rot,Black_rot,0.9979613582084756,0.0020324893686841454,7.664514469346159e-07,5.3859713933060725e-06,True
7a587206-10d9-4f16-9398-8e97a41d44ec___FAM_B.Rot 0349.JPG,Black_rot,Black_rot,0.9075035904535808,0.09244057953358546,5.122366128441803e-05,4.606351549334044e-06,True
7a7e0600-62cb-4cf2-95e1-9e69489b3470___FAM_B.Rot 3393.JPG,Black_rot,Black_rot,0.9999000687288437,2.684216942582495e-05,2.8740039895653076e-07,7.280170133163821e-05,True
7ad894ca-3f99-48ea-9470-fb98a41d8b67___FAM_B.Rot 0327.JPG,Black_rot,Black_rot,0.9995034664327498,7.592385748090734e-05,0.00017298927000885611,0.00024762043976048057,True
7afbee91-43f6-444f-a26d-9bcd9219b72b___FAM_B.Rot 3563.JPG,Black_rot,Black_rot,0.6123913064404075,0.38748672987711685,4.44474710875142e-05,7.75162113881107e-05,True
7b4a3140-6a68-43ee-b782-bf51970e6c1d___FAM_B.Rot 3250.JPG,Black_rot,Black_rot,0.9951409050280042,0.004835151778000395,7.857008197254705e-08,2.386462391349914e-05,True
7b6831ec-c21f-4b02-8f83-7c08a9eab2ff___FAM_B.Rot 3523.JPG,Black_rot,Black_rot,0.9873068513729176,0.012677170595109095,7.899777301187568e-08,1.5899034200294555e-05,True
7b68f373-bb42-4477-86f6-5c69768180bc___FAM_B.Rot 3538.JPG,Black_rot,Black_rot,0.99993771474217,5.8502724103303275e-05,3.335197915980659e-08,3.749181747824316e-06,True
7c074ced-f3b9-4fcb-81ae-7fea89fe30ca___FAM_B.Rot 0448.JPG,Black_rot,Black_rot,0.9999991484001821,5.377370780461423e-07,1.767257158178419e-07,1.3713702401500778e-07,True
7e623a79-a7da-48b1-afeb-09e9962d2813___FAM_B.Rot 0365.JPG,Black_rot,Black_rot,0.9976558032753926,0.0019028501236895182,0.00023227892704490082,0.00020906767387282403,True
7ea77255-d587-474e-a4ab-f25e78c41fa0___FAM_B.Rot 3468.JPG,Black_rot,Black_rot,0.9985417238475458,0.001394459292829068,4.184043764501557e-08,6.37750191876421e-05,True
7fbb0b77-ca88-47ce-ad8e-83923e8e816c___FAM_B.Rot 0385.JPG,Black_rot,Black_rot,0.9857943001406416,0.012107714273220771,0.0017521981084140303,0.0003457874777237128,True
82557506-a1bd-48eb-af05-af9271673fd2___FAM_B.Rot 3480.JPG,Black_rot,Black_rot,0.9999309763850657,4.0894502569032314e-05,3.532348765025082e-08,2.8093788877687414e-05,True
83583a39-fa21-4c4c-af8e-df675210eb91___FAM_B.Rot 3560.JPG,Black_rot,Black_rot,0.8569045739241457,0.14251394808968346,2.5658572805569275e-07,0.0005812214004427293,True
83b866ce-0785-4312-8e43-1ae8aa59d3bd___FAM_B.Rot 3518.JPG,Black_rot,Black_rot,0.9865101837942883,0.011609258786570055,1.8616321823993665e-05,0.0018619410973175583,True
84d48be8-eb1e-4c4f-96bc-527cbacb6334___FAM_B.Rot 3360.JPG,Black_rot,Black_rot,0.9734845735187038,0.02647262137330846,4.6238351381748434e-07,4.234272447396481e-05,True
8557739e-484e-42dc-871e-f4373b361024___FAM_B.Rot 0690.JPG,Black_rot,Black_rot,0.9999970520123733,1.2868371800453714e-06,3.918810642227211e-07,1.2692693824145783e-06,True
85604599-9409-4a23-99ee-b08e778a11c2___FAM_B.Rot 3395.JPG,Black_rot,Black_rot,0.9951378213558061,0.003541930499434241,9.360234414403426e-06,0.0013108879103453047,True
882ad038-3d79-491d-b9f4-dc3357e5b34e___FAM_B.Rot 0602.JPG,Black_rot,Black_rot,0.9946467796944227,0.005252154620461974,4.110956327654212e-05,5.9956121838923614e-05,True
8bd61999-0165-466a-aaf7-dd9e75885f50___FAM_B.Rot 3586.JPG,Black_rot,Black_rot,0.9999765027545879,3.5133339798226617e-06,7.872037523292263e-08,1.9905191057291814e-05,True
8e972621-5e05-4b55-a371-80c1db805fff___FAM_B.Rot 0402.JPG,Black_rot,Black_rot,0.8629239451372404,0.12616545355679498,0.006187482133416754,0.004723119172547648,True
8f9dcda2-c2cc-4c34-8032-2dfa5c74bd17___FAM_B.Rot 0744.JPG,Black_rot,Black_rot,0.971211991547291,0.025153019122517207,0.0002832202143230753,0.0033517691158687015,True
8fc8f799-0c6f-4b34-af68-3a8d89f1a49f___FAM_B.Rot 0710.JPG,Black_rot,Black_rot,0.8470289430247451,0.15292728568638872,3.851834595420395e-05,5.252942912087864e-06,True
9142e7d3-183b-4c3f-a255-5fff2e6c208a___FAM_B.Rot 0382.JPG,Black_rot,Black_rot,0.9572543080488757,0.028772743499453666,0.011053226205585803,0.0029197222460850044,True
916a177a-421c-4db0-9cff-22583bf4fbf7___FAM_B.Rot 3224.JPG,Black_rot,Black_rot,0.9999547616309454,4.373343838918095e-05,3.333616161081223e-08,1.471594503765923e-06,True
91bc5e98-a8c6-4307-9c1b-28f02d9514b8___FAM_B.Rot 0596.JPG,Black_rot,Black_rot,0.9500815790007439,0.0010099717587355665,0.008596171996001134,0.040312277244519266,True
926d12b2-ca2a-47c1-bf78-dab6e7826069___FAM_B.Rot 3239.JPG,Black_rot,Black_rot,0.9993869481349702,0.000436706466025957,8.82396090531322e-07,0.000175463002913167,True
9337b973-61c3-48bc-9c57-e506856df46d___FAM_B.Rot 3361.JPG,Black_rot,Black_rot,0.9758517688503258,0.024094455200473083,5.240645576819533e-07,5.3251884643580194e-05,True
967a897e-f058-4f33-bb28-fcc57206eb4f___FAM_B.Rot 0484.JPG,Black_rot,Black_rot,0.999946632491415,4.059215077660772e-05,8.087860705549353e-06,4.687497102594715e-06,True
974b2e6d-631b-4eb7-afe2-52d527d1618c___FAM_B.Rot 0670.JPG,Black_rot,Black_rot,0.8519455439306691,0.148048734832249,3.142409246114057e-06,2.5788278356116794e-06,True
