split,clase,archivo,ancho,alto,aspecto,modo,es_rgb
train,Black_rot,513c17f5-6161-4fca-975b-d8dca8912fdc___FAM_B.Rot 0591.JPG,256,256,1.0,RGB,True
train,Black_rot,54f5ead3-b7f1-4320-914f-9dc9652c705a___FAM_B.Rot 0419.JPG,256,256,1.0,RGB,True
train,Black_rot,5600cf30-20d3-4d78-8184-d8100f3d8b3b___FAM_B.Rot 3318.JPG,256,256,1.0,RGB,True
train,Black_rot,5797a5f5-8bcd-427c-adfb-95961804a98c___FAM_B.Rot 3493.JPG,256,256,1.0,RGB,True
train,Black_rot,582eaaed-9c7a-4f3d-a1e8-a8b79efb8175___FAM_B.Rot 3331.JPG,256,256,1.0,RGB,True
train,Black_rot,5e8d554a-6374-4d36-b389-a56cae97a9d7___FAM_B.Rot 3144.JPG,256,256,1.0,RGB,True
train,Black_rot,5fd7b9f6-6399-4d69-9fed-d9f380f1ac04___FAM_B.Rot 3077.JPG,256,256,1.0,RGB,True
train,Black_rot,5feef803-3c0a-4dd9-87dd-7705c42b105c___FAM_B.Rot 0642.JPG,256,256,1.0,RGB,True
train,Black_rot,615a2495-64c3-42c6-9388-c2569f0009b5___FAM_B.Rot 3582.JPG,256,256,1.0,RGB,True
train,Black_rot,623d6138-8f61-48b4-a724-8ca614740ca6___FAM_B.Rot 3167.JPG,256,256,1.0,RGB,True
train,Black_rot,671c5fce-9cae-430f-b798-d7ff4a859773___FAM_B.Rot 3125.JPG,256,256,1.0,RGB,True
train,Black_rot,67dccc3a-0d41-49ee-a4f8-70cc9428443c___FAM_B.Rot 3370.JPG,256,256,1.0,RGB,True
train,Black_rot,69471ae8-e051-4b67-9d66-2ce2cdc8256c___FAM_B.Rot 0453.JPG,256,256,1.0,RGB,True
train,Black_rot,6a7b59ac-9e36-4c8c-bbe5-3ab4bbfe7d26___FAM_B.Rot 0565.JPG,256,256,1.0,RGB,True
train,Black_rot,6b67fbeb-d3c7-4a48-a558-c2bd239690eb___FAM_B.Rot 3463.JPG,256,256,1.0,RGB,True
train,Black_rot,720c33de-fbcc-4170-8a06-c81ab8c030ec___FAM_B.Rot 3172.JPG,256,256,1.0,RGB,True
train,Black_rot,724ff461-8082-4783-82c4-581410f7f13b___FAM_B.Rot 0348.JPG,256,256,1.0,RGB,True
train,Black_rot,726f2717-235a-45cf-8a0b-ba76b5e54771___FAM_B.Rot 3217.JPG,256,256,1.0,RGB,True
train,Black_rot,754848b2-b26c-4935-aa25-3dc9a5627fb3___FAM_B.Rot 3418.JPG,256,256,1.0,RGB,True
train,Black_rot,7a4d0c96-378b-42d6-bb9f-649f75207d6b___FAM_B.Rot 3070.JPG,256,256,1.0,RGB,True
train,Black_rot,7a57ab26-9a62-403a-9f93-205a2513dcec___FAM_B.Rot 0693.JPG,256,256,1.0,RGB,True
train,Black_rot,7dbf6452-5732-4074-b567-1148f17c772c___FAM_B.Rot 3403.JPG,256,256,1.0,RGB,True
train,Black_rot,82f7d3a6-0f57-44bc-93b8-2191b9ae36c0___FAM_B.Rot 3513.JPG,256,256,1.0,RGB,True
train,Black_rot,83f3595c-a272-45b0-b972-56a9947cfe25___FAM_B.Rot 0511.JPG,256,256,1.0,RGB,True
train,Black_rot,89363770-e815-4dea-836e-969abbd0cb4c___FAM_B.Rot 0625.JPG,256,256,1.0,RGB,True
train,Black_rot,89db9e1c-2cb5-4ccd-b50a-f78dc007c380___FAM_B.Rot 3043.JPG,256,256,1.0,RGB,True
train,Black_rot,8ac447fe-062a-4a55-8891-776cc5c2cb61___FAM_B.Rot 0761.JPG,256,256,1.0,RGB,True
train,Black_rot,8bc229a3-e9bd-4691-a50f-d26cda2f06c2___FAM_B.Rot 0326.JPG,256,256,1.0,RGB,True
train,Black_rot,8eb4a448-b517-4039-b736-9f108157de73___FAM_B.Rot 3596.JPG,256,256,1.0,RGB,True
train,Black_rot,8f563bfe-f569-4b0c-b246-47bc290bc3f8___FAM_B.Rot 3035.JPG,256,256,1.0,RGB,True
train,Black_rot,901e836a-591f-4b64-876b-33c8be0fd856___FAM_B.Rot 3103.JPG,256,256,1.0,RGB,True
train,Black_rot,90ef5d0f-2546-415e-aef4-daf452fec1be___FAM_B.Rot 3387.JPG,256,256,1.0,RGB,True
train,Black_rot,91c76a12-447c-42f8-b0a8-33c4b9a2eb83___FAM_B.Rot 0600.JPG,256,256,1.0,RGB,True
train,Black_rot,9286be3b-f436-4bfa-856e-75a613a4f70e___FAM_B.Rot 5099.JPG,256,256,1.0,RGB,True
train,Black_rot,94ac3bae-ee72-4267-bd14-c111b5b65916___FAM_B.Rot 0685.JPG,256,256,1.0,RGB,True
train,Black_rot,991f845f-774d-4e60-adc8-56da2208acb0___FAM_B.Rot 3202.JPG,256,256,1.0,RGB,True
train,Black_rot,99627485-c979-4f79-9b4d-677196c70de9___FAM_B.Rot 3069.JPG,256,256,1.0,RGB,True
train,Black_rot,9a668952-936a-4d6e-8cda-31f4dcd95a6b___FAM_B.Rot 0458.JPG,256,256,1.0,RGB,True
train,Black_rot,9d4bbf00-5ef1-4bd1-b7bc-deb45d3deed8___FAM_B.Rot 0692.JPG,256,256,1.0,RGB,True
train,Black_rot,9d7b70dc-6454-46db-88a5-85cb61c56663___FAM_B.Rot 3095.JPG,256,256,1.0,RGB,True
train,Black_rot,9e03a638-fcf6-494b-859f-3beead48e8cd___FAM_B.Rot 0432.JPG,256,256,1.0,RGB,True
train,Black_rot,9ee25c88-0ba1-4bdf-9015-0428dd82032b___FAM_B.Rot 3042.JPG,256,256,1.0,RGB,True
train,Black_rot,a15de63e-7c9d-4171-bc7f-8399249ed247___FAM_B.Rot 3090.JPG,256,256,1.0,RGB,True
train,Black_rot,a8297426-4f59-4df0-94e0-c41cbaa63383___FAM_B.Rot 3302.JPG,256,256,1.0,RGB,True
train,Black_rot,a960711d-3829-4ef9-bd50-b75ed07b81ac___FAM_B.Rot 0722.JPG,256,256,1.0,RGB,True
train,Black_rot,aacfa124-e30f-491c-91df-d51f2ff78a00___FAM_B.Rot 0562.JPG,256,256,1.0,RGB,True
train,Black_rot,aede1b98-1f1a-484c-b14e-e4309f11d991___FAM_B.Rot 3039.JPG,256,256,1.0,RGB,True
train,Black_rot,b055115b-4eb8-4126-9db9-94d48b97fa30___FAM_B.Rot 3620.JPG,256,256,1.0,RGB,True
train,Black_rot,b1b9ce3a-712c-467f-9326-7130a271dc3f___FAM_B.Rot 3093.JPG,256,256,1.0,RGB,True
train,Black_rot,b303a2a2-8c2a-4b70-9517-e932835b6016___FAM_B.Rot 3136.JPG,256,256,1.0,RGB,True
train,Black_rot,b3d0643a-3432-4aca-ad64-aeedb1b9aba5___FAM_B.Rot 0491.JPG,256,256,1.0,RGB,True
train,Black_rot,b3d9a27f-6758-493c-9db1-3476f4726d0b___FAM_B.Rot 0359.JPG,256,256,1.0,RGB,True
train,Black_rot,b49400ba-0592-4b81-9f22-c1b6b96e6222___FAM_B.Rot 3405.JPG,256,256,1.0,RGB,True
train,Black_rot,b49f6eaa-9503-4f6e-9aa7-fd2bb607b865___FAM_B.Rot 3034.JPG,256,256,1.0,RGB,True
train,Black_rot,b4fd2102-5491-437b-a8f2-2a6e431565b1___FAM_B.Rot 0467.JPG,256,256,1.0,RGB,True
train,Black_rot,b58797d0-57a2-4e49-a3fc-7924366faaf8___FAM_B.Rot 3004.JPG,256,256,1.0,RGB,True
train,Black_rot,b601108c-5427-48f6-b968-8be988eb41d3___FAM_B.Rot 3350.JPG,256,256,1.0,RGB,True
train,Black_rot,bca43508-6643-40ec-bf51-01c1a5de3e56___FAM_B.Rot 3608.JPG,256,256,1.0,RGB,True
train,Black_rot,bd4b74cd-a367-441c-9a27-89c0a93e60cb___FAM_B.Rot 0460.JPG,256,256,1.0,RGB,True
train,Black_rot,c0b21ae3-56a7-4586-9fd4-2007864315bf___FAM_B.Rot 3622.JPG,256,256,1.0,RGB,True
train,Black_rot,c2abe7eb-9fd8-43a7-8447-0a0290cbe4f7___FAM_B.Rot 0609.JPG,256,256,1.0,RGB,True
train,Black_rot,c2c50cb0-e553-432d-8a51-71daf24d5332___FAM_B.Rot 0735.JPG,256,256,1.0,RGB,True
train,Black_rot,c433030c-75eb-465e-9d1d-b6da53552459___FAM_B.Rot 3146.JPG,256,256,1.0,RGB,True
train,Black_rot,c618186d-b175-4760-b1c1-5de6fbd45d53___FAM_B.Rot 3397.JPG,256,256,1.0,RGB,True
train,Black_rot,c79bb29a-8909-45b3-a008-450713d93b59___FAM_B.Rot 0723.JPG,256,256,1.0,RGB,True
train,Black_rot,ce36ca23-3907-4d87-abf7-ed79a8714865___FAM_B.Rot 3080.JPG,256,256,1.0,RGB,True
train,Black_rot,cf5a818a-e917-472c-b162-e6d5a6c791dd___FAM_B.Rot 5040.JPG,256,256,1.0,RGB,True
train,Black_rot,d05f4253-0a89-4ced-979c-cedd9d464971___FAM_B.Rot 3236.JPG,256,256,1.0,RGB,True
train,Black_rot,d14d9d41-e190-45ed-88a9-0a553197ec1b___FAM_B.Rot 0731.JPG,256,256,1.0,RGB,True
train,Black_rot,d2cee44c-31ac-4a08-8ade-c4746bcf084d___FAM_B.Rot 3112.JPG,256,256,1.0,RGB,True
train,Black_rot,d5222a7a-9aca-4c0e-9a62-061bfb9dbdd8___FAM_B.Rot 3501.JPG,256,256,1.0,RGB,True
train,Black_rot,d52dcf94-9f7f-4cb1-9f92-d8e258ee4ba1___FAM_B.Rot 0682.JPG,256,256,1.0,RGB,True
train,Black_rot,d87304a3-073d-4f06-838d-7ea029bbcffd___FAM_B.Rot 3589.JPG,256,256,1.0,RGB,True
train,Black_rot,dc6779a0-61e0-4821-901a-ac0e73b12288___FAM_B.Rot 3291.JPG,256,256,1.0,RGB,True
train,Black_rot,ddf456b0-86f5-4e5d-a23b-8dee67fcfcfb___FAM_B.Rot 3234.JPG,256,256,1.0,RGB,True
train,Black_rot,de5b642b-8598-4827-b9bd-b528fa031b96___FAM_B.Rot 3499.JPG,256,256,1.0,RGB,True
train,Black_rot,e09bbce3-c5ad-404d-82c9-206ceaa40a24___FAM_B.Rot 0519.JPG,256,256,1.0,RGB,True
train,Black_rot,e2ba53f3-404c-442e-88e6-5a72b9a180e6___FAM_B.Rot 3452.JPG,256,256,1.0,RGB,True
train,Black_rot,e4276ce3-ffbc-4203-9b52-cc75d6a6b8df___FAM_B.Rot 3115.JPG,256,256,1.0,RGB,True
train,Black_rot,e433b682-23e6-4618-8bdf-94e198c22858___FAM_B.Rot 3348.JPG,256,256,1.0,RGB,True
train,Black_rot,e4f1a701-09ae-4e97-ba92-f5a56862df4f___FAM_B.Rot 3509.JPG,256,256,1.0,RGB,True
train,Black_rot,e5a94b14-42bf-44d5-b104-15409d892708___FAM_B.Rot 3502.JPG,256,256,1.0,RGB,True
train,Black_rot,e751fc65-f484-4022-9ea8-a4199a8cc67a___FAM_B.Rot 3432.JPG,256,256,1.0,RGB,True
train,Black_rot,e784c098-9310-4be2-8c69-cfb42254186e___FAM_B.Rot 3295.JPG,256,256,1.0,RGB,True
train,Black_rot,ed40b1ed-928e-4435-b192-8c7b68e1349e___FAM_B.Rot 3131.JPG,256,256,1.0,RGB,True
train,Black_rot,eecc50cc-1d2e-4ff9-a202-98b7dae629a2___FAM_B.Rot 5041.JPG,256,256,1.0,RGB,True
train,Black_rot,efe1eba2-52c3-4399-a851-3095e4d1e86a___FAM_B.Rot 0633.JPG,256,256,1.0,RGB,True
train,Black_rot,f0c35665-e6f4-4b35-affe-df70d10206b9___FAM_B.Rot 3612.JPG,256,256,1.0,RGB,True
train,Black_rot,f23737c8-26a7-4b16-b25b-85ba58c4a986___FAM_B.Rot 0598.JPG,256,256,1.0,RGB,True
train,Black_rot,f8402e0f-bdd9-4be0-8187-cf854f8a486f___FAM_B.Rot 2994.JPG,256,256,1.0,RGB,True
train,Esca,0075b632-2e34-4e4f-9697-fe2b332b7ef8___FAM_B.Msls 4399.JPG,256,256,1.0,RGB,True
train,Esca,00c247e8-48d2-4a56-a9f3-4eacfb4d85be___FAM_B.Msls 4197.JPG,256,256,1.0,RGB,True
train,Esca,01162551-b800-4df8-ac46-64d17d6ac5bf___FAM_B.Msls 1153.JPG,256,256,1.0,RGB,True
train,Esca,01c74b8d-1113-47c0-86a3-6ceea27853c0___FAM_B.Msls 4113.JPG,256,256,1.0,RGB,True
train,Esca,023df989-ab4c-4f66-a6c8-a41c1142ab7d___FAM_B.Msls 1834.JPG,256,256,1.0,RGB,True
train,Esca,04f61deb-4a81-4527-8cb2-f656957595ce___FAM_B.Msls 1218.JPG,256,256,1.0,RGB,True
train,Esca,069123c0-8f04-499e-a2ac-687e24b099f4___FAM_B.Msls 3917.JPG,256,256,1.0,RGB,True
train,Esca,0753c4a8-1037-4fc2-8f5d-d442fc7c6b95___FAM_B.Msls 4085.JPG,256,256,1.0,RGB,True
train,Esca,07d611f9-f24f-49ff-a026-912617834d87___FAM_B.Msls 1069.JPG,256,256,1.0,RGB,True
train,Esca,0ac1749b-6c4a-4a60-92d4-f4e957cfa4b4___FAM_B.Msls 0887.JPG,256,256,1.0,RGB,True
train,Esca,0b924439-fc64-42d3-9bf3-74a593a30b2b___FAM_B.Msls 3873.JPG,256,256,1.0,RGB,True
train,Esca,0cca45be-2eef-4629-b515-0c78ce5119d1___FAM_B.Msls 4283.JPG,256,256,1.0,RGB,True
train,Esca,125b2ab2-473d-4b42-adc5-f0619bf48b91___FAM_B.Msls 1256.JPG,256,256,1.0,RGB,True
train,Esca,13d50b9c-69f2-40cd-bb93-22d36593191e___FAM_B.Msls 3906.JPG,256,256,1.0,RGB,True
train,Esca,15a57336-a8a5-464d-bb8a-14de39dcb809___FAM_B.Msls 1092.JPG,256,256,1.0,RGB,True
train,Esca,15d50f9e-ddb0-423e-9591-58d86e7f3530___FAM_B.Msls 3988.JPG,256,256,1.0,RGB,True
train,Esca,17566750-1381-4ab9-987c-d945ef653a36___FAM_B.Msls 3903.JPG,256,256,1.0,RGB,True
train,Esca,17bbe5a7-4475-407f-9ab4-05145197acdb___FAM_B.Msls 4414.JPG,256,256,1.0,RGB,True
train,Esca,1a40fd85-7ac0-4f48-9acc-c12664544683___FAM_B.Msls 1748.JPG,256,256,1.0,RGB,True
train,Esca,1a450cce-95a7-4b1e-a641-95b4d50a1acc___FAM_B.Msls 1747.JPG,256,256,1.0,RGB,True
train,Esca,1e2d5b85-9d5c-4799-8030-1e3d6bebbfe9___FAM_B.Msls 3874.JPG,256,256,1.0,RGB,True
train,Esca,1f772cab-21e1-4458-95fb-6f17e0961d9f___FAM_B.Msls 4141.JPG,256,256,1.0,RGB,True
train,Esca,1fa8564c-87f3-421d-aaf8-bfa276a29ab5___FAM_B.Msls 4166.JPG,256,256,1.0,RGB,True
train,Esca,217b815b-6f1f-414e-9e05-eb235dbb1efb___FAM_B.Msls 3818.JPG,256,256,1.0,RGB,True
train,Esca,21800966-33fe-49a2-9756-28aa00aec362___FAM_B.Msls 1838.JPG,256,256,1.0,RGB,True
train,Esca,24c03e78-b6d2-4c3a-a666-d93b3bc5d494___FAM_B.Msls 4325.JPG,256,256,1.0,RGB,True
train,Esca,27f497cf-1032-44ae-b3d8-40fd6fd9ab4d___FAM_B.Msls 3956.JPG,256,256,1.0,RGB,True
train,Esca,28cbd838-ab4c-4f3c-b78f-1dd064d0482b___FAM_B.Msls 4010.JPG,256,256,1.0,RGB,True
train,Esca,2e183dc3-809a-42c9-90ea-4a4275245e4a___FAM_B.Msls 1732.JPG,256,256,1.0,RGB,True
train,Esca,31bd4f43-7895-46af-bead-3da25e5d650d___FAM_B.Msls 4459.JPG,256,256,1.0,RGB,True
train,Esca,3288cfd7-1989-4154-89ba-d20eba66a9d5___FAM_B.Msls 4004.JPG,256,256,1.0,RGB,True
train,Esca,337aedbd-4df6-472e-ac88-705559c11aaa___FAM_B.Msls 1101.JPG,256,256,1.0,RGB,True
train,Esca,37c03ad3-b659-4dd3-a402-68e4d9e64201___FAM_B.Msls 1008.JPG,256,256,1.0,RGB,True
train,Esca,37cd82db-7b14-4691-a96b-3b94fdd24689___FAM_B.Msls 3983.JPG,256,256,1.0,RGB,True
train,Esca,39fe5f50-7e91-4af9-a843-7a13f2bc734e___FAM_B.Msls 0898.JPG,256,256,1.0,RGB,True
train,Esca,3c4c6822-92f2-44cf-b1bc-503ec376213d___FAM_B.Msls 4385.JPG,256,256,1.0,RGB,True
train,Esca,3d12dd3a-9ab4-461e-b2c6-643c132caf79___FAM_B.Msls 1159.JPG,256,256,1.0,RGB,True
train,Esca,4195b3c5-8c11-40f4-b4d5-20b1b26b59ad___FAM_B.Msls 1056.JPG,256,256,1.0,RGB,True
train,Esca,4351e75f-c2c2-44db-8757-05d8f96985b1___FAM_B.Msls 4444.JPG,256,256,1.0,RGB,True
train,Esca,45aa086c-c779-4c24-ae5c-648ded1572ee___FAM_B.Msls 4132.JPG,256,256,1.0,RGB,True
train,Esca,47274876-8fe2-4ad8-8e5d-08e3b96ac5d0___FAM_B.Msls 1341.JPG,256,256,1.0,RGB,True
train,Esca,47bc993a-d7e0-4323-b04d-297d6a003bd2___FAM_B.Msls 3877.JPG,256,256,1.0,RGB,True
train,Esca,4a5a155b-7cb5-4f7e-be10-3a6e1f3d6957___FAM_B.Msls 3978.JPG,256,256,1.0,RGB,True
train,Esca,4bb7b4c2-5ce8-484c-9983-4a4f296a85f9___FAM_B.Msls 4100.JPG,256,256,1.0,RGB,True
train,Esca,4ccf1271-5da7-4951-88d2-c1d2edd3cd41___FAM_B.Msls 1804.JPG,256,256,1.0,RGB,True
train,Esca,4f6d1e14-84da-46f8-bb02-1c509f49fec4___FAM_B.Msls 4443.JPG,256,256,1.0,RGB,True
train,Esca,524266ea-5c83-4de4-8e36-f98293427349___FAM_B.Msls 1112.JPG,256,256,1.0,RGB,True
train,Esca,54ddb212-334c-4465-a5cb-b01a9450d6fa___FAM_B.Msls 1075.JPG,256,256,1.0,RGB,True
train,Esca,5715769e-6b32-44ab-82e3-5e3e90f1e584___FAM_B.Msls 1054.JPG,256,256,1.0,RGB,True
train,Esca,58fc7167-055e-456d-bd41-23c26fbfac25___FAM_B.Msls 0996.JPG,256,256,1.0,RGB,True
train,Esca,5d1043ef-6d7c-4c8f-9d5b-bfb5b776c828___FAM_B.Msls 0832.JPG,256,256,1.0,RGB,True
train,Esca,6523a2d2-c464-47ba-8e3e-277174a61e97___FAM_B.Msls 3820.JPG,256,256,1.0,RGB,True
train,Esca,655e8fd1-09e5-41f7-9c95-15fcd370e096___FAM_B.Msls 4405.JPG,256,256,1.0,RGB,True
train,Esca,6b1e1a32-2f18-4ba7-b88e-387271b2e10a___FAM_B.Msls 1775.JPG,256,256,1.0,RGB,True
train,Esca,6fc41899-ac41-4b98-bd05-442236692fa2___FAM_B.Msls 1787.JPG,256,256,1.0,RGB,True
train,Esca,70a7588f-c1df-46c9-83b0-9fee68570f71___FAM_B.Msls 0844.JPG,256,256,1.0,RGB,True
train,Esca,745e8ab5-e315-4357-9145-eec7c2fcf641___FAM_B.Msls 4176.JPG,256,256,1.0,RGB,True
train,Esca,7c0dddf1-a3ae-4c4d-9ff5-53b615c7cbd6___FAM_B.Msls 4370.JPG,256,256,1.0,RGB,True
train,Esca,7cb3bf54-c8d5-499d-852f-c3d76d36309a___FAM_B.Msls 4198.JPG,256,256,1.0,RGB,True
train,Esca,7e4cf44f-02ec-4812-9afa-b19f45add835___FAM_B.Msls 4422.JPG,256,256,1.0,RGB,True
train,Esca,7e8d88f1-a360-455f-ba55-046a8881d648___FAM_B.Msls 1111.JPG,256,256,1.0,RGB,True
train,Esca,7f79ffe2-6ec7-4fed-bdd0-e9d509fe73fc___FAM_B.Msls 4493.JPG,256,256,1.0,RGB,True
train,Esca,82be01ff-9e82-428c-b623-95df7ed11f77___FAM_B.Msls 1880.JPG,256,256,1.0,RGB,True
train,Esca,83c10b54-4e46-44a8-a28b-6e4aae71d6fc___FAM_B.Msls 4259.JPG,256,256,1.0,RGB,True
train,Esca,865e5fbb-cfb8-47e2-b879-74467379a261___FAM_B.Msls 3896.JPG,256,256,1.0,RGB,True
train,Esca,88521b5a-1f1a-4214-8286-aed4483b11c9___FAM_B.Msls 4011.JPG,256,256,1.0,RGB,True
train,Esca,8a8426e9-ab65-4815-bfeb-c9fb18b1d4ca___FAM_B.Msls 1315.JPG,256,256,1.0,RGB,True
train,Esca,8ed5d525-2478-4d10-8606-65a33ea9ef20___FAM_B.Msls 4429.JPG,256,256,1.0,RGB,True
train,Esca,93350074-f658-4f5b-a002-aaa7add9425f___FAM_B.Msls 4155.JPG,256,256,1.0,RGB,True
train,Esca,9404e9ad-c9f5-408b-89af-bbc903940d32___FAM_B.Msls 1776.JPG,256,256,1.0,RGB,True
train,Esca,95c0301c-ad1b-4264-b331-d62c2820fc87___FAM_B.Msls 1165.JPG,256,256,1.0,RGB,True
train,Esca,95ca0aa1-4fc4-4fbd-a8ad-c45015034704___FAM_B.Msls 4314.JPG,256,256,1.0,RGB,True
train,Esca,97646a5b-7d5d-4b24-9da4-1d00a0961174___FAM_B.Msls 1030.JPG,256,256,1.0,RGB,True
train,Esca,99564e0c-86a3-4477-a7bc-35fe0ba7bf02___FAM_B.Msls 4329.JPG,256,256,1.0,RGB,True
train,Esca,9c34300b-7772-491b-b99e-4b6f1a99ed5d___FAM_B.Msls 4037.JPG,256,256,1.0,RGB,True
train,Esca,a15b25f3-d3d8-47cf-9d61-d34aa8032c96___FAM_B.Msls 1734.JPG,256,256,1.0,RGB,True
train,Esca,a75e0225-d002-4491-a20b-437970b49e19___FAM_B.Msls 1157.JPG,256,256,1.0,RGB,True
train,Esca,aa1db1a9-86ec-4107-9d40-9ae12e52798e___FAM_B.Msls 1353.JPG,256,256,1.0,RGB,True
train,Esca,aa799fdf-9751-4272-afee-3c50acb78054___FAM_B.Msls 4062.JPG,256,256,1.0,RGB,True
train,Esca,b150d3bf-0f76-4cb3-b6f5-461a9671b896___FAM_B.Msls 1238.JPG,256,256,1.0,RGB,True
train,Esca,b4783ca9-6f90-4616-8b2f-61b2afb68fc0___FAM_B.Msls 1851.JPG,256,256,1.0,RGB,True
train,Esca,ba2b24ba-0752-415c-bb3e-0faa772c267c___FAM_B.Msls 4168.JPG,256,256,1.0,RGB,True
train,Esca,bd43f935-acbc-4880-b05f-bbb0eaa1cafb___FAM_B.Msls 4223.JPG,256,256,1.0,RGB,True
train,Esca,bf2388b6-08d4-43c5-afb4-2a16a335cda5___FAM_B.Msls 0946.JPG,256,256,1.0,RGB,True
train,Esca,bf994355-935f-4a31-b212-b927038e6862___FAM_B.Msls 4484.JPG,256,256,1.0,RGB,True
train,Esca,c024492e-2030-483b-a672-721ff5661ada___FAM_B.Msls 4423.JPG,256,256,1.0,RGB,True
train,Esca,c04596b5-7f61-42bf-8f52-61f72492c936___FAM_B.Msls 4279.JPG,256,256,1.0,RGB,True
train,Esca,c0752c2c-b32e-4103-b0d7-6b68b91d319e___FAM_B.Msls 4020.JPG,256,256,1.0,RGB,True
train,Esca,c0b12076-e186-40ce-b438-05506d37590e___FAM_B.Msls 1770.JPG,256,256,1.0,RGB,True
train,Esca,c51e7bdf-f7b7-47dd-9469-3e994c780449___FAM_B.Msls 4039.JPG,256,256,1.0,RGB,True
train,Esca,c72be1b7-3f07-4094-981b-b465fe2d1b7c___FAM_B.Msls 4171.JPG,256,256,1.0,RGB,True
train,Esca,c835f9f9-7ae9-4eaf-a9c2-7ecc511d68a7___FAM_B.Msls 1002.JPG,256,256,1.0,RGB,True
train,Esca,cb89454d-f03c-424a-a006-b8049c685f86___FAM_B.Msls 0999.JPG,256,256,1.0,RGB,True
train,Esca,cc173e43-d13a-47aa-bb59-d4724d09e816___FAM_B.Msls 1842.JPG,256,256,1.0,RGB,True
